user_id,exercise_id,performed_on,session_no,sex,age_years,height_cm,experience_months,goal,muscle_group,movement_pattern,equipment,is_compound,load_increment_kg,top_weight_kg,avg_reps,avg_rir,min_rir,n_sets,n_sets_with_rir,total_volume_kg,top_e1rm_kg,prev1_weight_kg,prev2_weight_kg,prev3_weight_kg,prev1_avg_rir,prev2_avg_rir,prev1_volume_kg,prev1_e1rm_kg,days_since_prev_session,pct_change_vs_prev,days_to_next_session,sleep_h_7d,bodyweight_7d_kg,kcal_7d,kcal_target_7d,kcal_balance_7d,protein_7d,protein_g_per_kg_7d,days_logged_7d,target_next_weight_kg,target_delta_kg
sim-000,elevaciones-laterales,39,11,F,20.8,166.3,19.552073732718892,recomp,hombro,aislamiento,mancuerna,False,2.0,2.0,12,6.0,6.0,3,3,72.0,2.8,4.0,4.0,6.0,1.0,0.0,84.0,4.933333333333334,2.0,-50.0,3.0,8.18,74.99,1560,1627,-67,89.7,1.2,7,6.0,4.0
sim-000,elevaciones-laterales,42,12,F,20.8,166.3,19.78248847926267,recomp,hombro,aislamiento,mancuerna,False,2.0,6.0,1,0.0,0.0,3,3,18.0,6.200000000000001,2.0,4.0,4.0,6.0,1.0,72.0,2.8,3.0,200.0,4.0,7.08,74.92,1616,1627,-11,73.0,0.97,7,6.0,0.0
sim-000,elevaciones-laterales,46,13,F,20.8,166.3,19.78248847926267,recomp,hombro,aislamiento,mancuerna,False,2.0,6.0,1,0.0,0.0,3,3,18.0,6.200000000000001,6.0,2.0,4.0,0.0,6.0,18.0,6.200000000000001,4.0,0.0,7.0,7.08,74.92,1616,1627,-11,73.0,0.97,7,4.0,-2.0
sim-000,elevaciones-laterales,53,14,F,20.8,166.3,20.01290322580645,recomp,hombro,aislamiento,mancuerna,False,2.0,4.0,8,0.0,0.0,3,3,96.0,5.066666666666666,6.0,6.0,2.0,0.0,0.0,18.0,6.200000000000001,7.0,-33.33,5.0,6.51,74.89,1631,1627,4,79.7,1.06,7,4.0,0.0
sim-000,elevaciones-laterales,58,15,F,20.8,166.3,20.24331797235023,recomp,hombro,aislamiento,mancuerna,False,2.0,4.0,7,1.0,1.0,3,3,84.0,4.933333333333334,4.0,6.0,6.0,0.0,0.0,96.0,5.066666666666666,5.0,0.0,5.0,7.58,74.86,1695,1627,68,84.3,1.13,7,2.0,-2.0
sim-000,elevaciones-laterales,63,16,F,20.8,166.3,20.47373271889401,recomp,hombro,aislamiento,mancuerna,False,2.0,2.0,12,6.0,6.0,3,3,72.0,2.8,4.0,4.0,6.0,1.0,0.0,84.0,4.933333333333334,5.0,-50.0,2.0,6.32,74.92,1746,1627,119,105.1,1.4,7,6.0,4.0
sim-000,elevaciones-laterales,65,17,F,20.8,166.3,20.47373271889401,recomp,hombro,aislamiento,mancuerna,False,2.0,6.0,1,0.0,0.0,3,3,18.0,6.200000000000001,2.0,4.0,4.0,6.0,1.0,72.0,2.8,2.0,200.0,7.0,6.32,74.92,1746,1627,119,105.1,1.4,7,6.0,0.0
sim-000,elevaciones-laterales,72,18,F,20.8,166.3,20.704147465437785,recomp,hombro,aislamiento,mancuerna,False,2.0,6.0,1,0.0,0.0,3,3,18.0,6.200000000000001,6.0,2.0,4.0,0.0,6.0,18.0,6.200000000000001,7.0,0.0,2.0,7.81,75.35,1735,1627,108,101.6,1.35,7,4.0,-2.0
sim-000,elevaciones-laterales,74,19,F,20.8,166.3,20.704147465437785,recomp,hombro,aislamiento,mancuerna,False,2.0,4.0,8,1.0,1.0,3,3,96.0,5.066666666666666,6.0,6.0,2.0,0.0,0.0,18.0,6.200000000000001,2.0,-33.33,5.0,7.81,75.35,1735,1627,108,101.6,1.35,7,4.0,0.0
sim-000,elevaciones-laterales,79,20,F,20.8,166.3,20.934562211981564,recomp,hombro,aislamiento,mancuerna,False,2.0,4.0,8,0.0,0.0,3,3,96.0,5.066666666666666,4.0,6.0,6.0,1.0,0.0,96.0,5.066666666666666,5.0,0.0,2.0,7.84,75.73,1836,1627,209,81.2,1.07,7,2.0,-2.0
sim-000,elevaciones-laterales,81,21,F,20.8,166.3,20.934562211981564,recomp,hombro,aislamiento,mancuerna,False,2.0,2.0,12,6.0,6.0,3,3,72.0,2.8,4.0,4.0,6.0,0.0,1.0,96.0,5.066666666666666,2.0,-50.0,,7.84,75.73,1836,1627,209,81.2,1.07,7,,
sim-000,jalon-al-pecho,0,1,F,20.8,166.3,18.4,recomp,espalda,jale_vertical,polea,True,2.5,22.5,8,0.0,0.0,3,3,540.0,28.5,,,,,,,,,,7.0,7.29,74.35,1782,1627,155,112.5,1.51,7,22.5,0.0
sim-000,jalon-al-pecho,7,2,F,20.8,166.3,18.630414746543778,recomp,espalda,jale_vertical,polea,True,2.5,22.5,8,1.0,1.0,3,3,540.0,28.5,22.5,,,0.0,,540.0,28.5,7.0,0.0,2.0,7.35,74.65,1665,1627,38,79.2,1.06,7,27.5,5.0
sim-000,jalon-al-pecho,9,3,F,20.8,166.3,18.630414746543778,recomp,espalda,jale_vertical,polea,True,2.5,27.5,1,1.0,1.0,3,3,82.5,28.416666666666668,22.5,22.5,,1.0,0.0,540.0,28.5,2.0,22.22,2.0,7.35,74.65,1665,1627,38,79.2,1.06,7,27.5,0.0
sim-000,jalon-al-pecho,11,4,F,20.8,166.3,18.630414746543778,recomp,espalda,jale_vertical,polea,True,2.5,27.5,1,0.0,0.0,3,3,82.5,28.416666666666668,27.5,22.5,22.5,1.0,1.0,82.5,28.416666666666668,2.0,0.0,3.0,7.35,74.65,1665,1627,38,79.2,1.06,7,25.0,-2.5
sim-000,jalon-al-pecho,14,5,F,20.8,166.3,18.860829493087557,recomp,espalda,jale_vertical,polea,True,2.5,25.0,4,0.0,0.0,3,3,300.0,28.333333333333332,27.5,27.5,22.5,0.0,1.0,82.5,28.416666666666668,3.0,-9.09,11.0,7.67,74.86,1728,1627,101,93.0,1.24,7,25.0,0.0
sim-000,jalon-al-pecho,25,6,F,20.8,166.3,19.091244239631337,recomp,espalda,jale_vertical,polea,True,2.5,25.0,4,0.0,0.0,3,3,300.0,28.333333333333332,25.0,27.5,27.5,0.0,0.0,300.0,28.333333333333332,11.0,0.0,7.0,7.51,74.79,1649,1627,22,70.1,0.94,7,22.5,-2.5
sim-000,jalon-al-pecho,32,7,F,20.8,166.3,19.321658986175112,recomp,espalda,jale_vertical,polea,True,2.5,22.5,8,0.0,0.0,3,3,540.0,28.5,25.0,25.0,27.5,0.0,0.0,300.0,28.333333333333332,7.0,-10.0,7.0,7.41,75.02,1672,1627,45,80.0,1.07,7,22.5,0.0
sim-000,jalon-al-pecho,39,8,F,20.8,166.3,19.552073732718892,recomp,espalda,jale_vertical,polea,True,2.5,22.5,8,1.0,1.0,3,3,540.0,28.5,22.5,25.0,25.0,0.0,0.0,540.0,28.5,7.0,0.0,5.0,8.18,74.99,1560,1627,-67,89.7,1.2,7,25.0,2.5
sim-000,jalon-al-pecho,44,9,F,20.8,166.3,19.78248847926267,recomp,espalda,jale_vertical,polea,True,2.5,25.0,4,0.0,0.0,3,3,300.0,28.333333333333332,22.5,22.5,25.0,1.0,0.0,540.0,28.5,5.0,11.11,2.0,7.08,74.92,1616,1627,-11,73.0,0.97,7,25.0,0.0
sim-000,jalon-al-pecho,46,10,F,20.8,166.3,19.78248847926267,recomp,espalda,jale_vertical,polea,True,2.5,25.0,3,0.0,0.0,3,3,225.0,27.500000000000004,25.0,22.5,22.5,0.0,1.0,300.0,28.333333333333332,2.0,0.0,10.0,7.08,74.92,1616,1627,-11,73.0,0.97,7,22.5,-2.5
sim-000,jalon-al-pecho,56,11,F,20.8,166.3,20.24331797235023,recomp,espalda,jale_vertical,polea,True,2.5,22.5,8,0.0,0.0,3,3,540.0,28.5,25.0,25.0,22.5,0.0,0.0,225.0,27.500000000000004,10.0,-10.0,7.0,7.58,74.86,1695,1627,68,84.3,1.13,7,22.5,0.0
sim-000,jalon-al-pecho,63,12,F,20.8,166.3,20.47373271889401,recomp,espalda,jale_vertical,polea,True,2.5,22.5,8,0.0,0.0,3,3,540.0,28.5,22.5,25.0,25.0,0.0,0.0,540.0,28.5,7.0,0.0,2.0,6.32,74.92,1746,1627,119,105.1,1.4,7,20.0,-2.5
sim-000,jalon-al-pecho,65,13,F,20.8,166.3,20.47373271889401,recomp,espalda,jale_vertical,polea,True,2.5,20.0,8,5.0,5.0,3,3,480.0,25.333333333333332,22.5,22.5,25.0,0.0,0.0,540.0,28.5,2.0,-11.11,2.0,6.32,74.92,1746,1627,119,105.1,1.4,7,25.0,5.0
sim-000,jalon-al-pecho,67,14,F,20.8,166.3,20.47373271889401,recomp,espalda,jale_vertical,polea,True,2.5,25.0,3,0.0,0.0,3,3,225.0,27.500000000000004,20.0,22.5,22.5,5.0,0.0,480.0,25.333333333333332,2.0,25.0,3.0,6.32,74.92,1746,1627,119,105.1,1.4,7,25.0,0.0
sim-000,jalon-al-pecho,70,15,F,20.8,166.3,20.704147465437785,recomp,espalda,jale_vertical,polea,True,2.5,25.0,3,0.0,0.0,3,3,225.0,27.500000000000004,25.0,20.0,22.5,0.0,5.0,225.0,27.500000000000004,3.0,0.0,11.0,7.81,75.35,1735,1627,108,101.6,1.35,7,22.5,-2.5
sim-000,jalon-al-pecho,81,16,F,20.8,166.3,20.934562211981564,recomp,espalda,jale_vertical,polea,True,2.5,22.5,8,0.0,0.0,3,3,540.0,28.5,25.0,25.0,20.0,0.0,0.0,225.0,27.500000000000004,11.0,-10.0,,7.84,75.73,1836,1627,209,81.2,1.07,7,,
sim-000,press-banca-inclinado,4,1,F,20.8,166.3,18.4,recomp,pecho,empuje_horizontal,barra,True,2.5,27.5,8,1.0,1.0,3,3,660.0,34.83333333333333,,,,,,,,,,5.0,7.29,74.35,1782,1627,155,112.5,1.51,7,27.5,0.0
sim-000,press-banca-inclinado,9,2,F,20.8,166.3,18.630414746543778,recomp,pecho,empuje_horizontal,barra,True,2.5,27.5,8,1.0,1.0,3,3,660.0,34.83333333333333,27.5,,,1.0,,660.0,34.83333333333333,5.0,0.0,7.0,7.35,74.65,1665,1627,38,79.2,1.06,7,27.5,0.0
sim-000,press-banca-inclinado,16,3,F,20.8,166.3,18.860829493087557,recomp,pecho,empuje_horizontal,barra,True,2.5,27.5,7,1.0,1.0,3,3,577.5,33.91666666666667,27.5,27.5,,1.0,1.0,660.0,34.83333333333333,7.0,0.0,2.0,7.67,74.86,1728,1627,101,93.0,1.24,7,27.5,0.0
sim-000,press-banca-inclinado,18,4,F,20.8,166.3,18.860829493087557,recomp,pecho,empuje_horizontal,barra,True,2.5,27.5,7,0.0,0.0,3,3,577.5,33.91666666666667,27.5,27.5,27.5,1.0,1.0,577.5,33.91666666666667,2.0,0.0,3.0,7.67,74.86,1728,1627,101,93.0,1.24,7,25.0,-2.5
sim-000,press-banca-inclinado,21,5,F,20.8,166.3,19.091244239631337,recomp,pecho,empuje_horizontal,barra,True,2.5,25.0,8,2.0,2.0,3,3,600.0,31.666666666666664,27.5,27.5,27.5,0.0,1.0,577.5,33.91666666666667,3.0,-9.09,2.0,7.51,74.79,1649,1627,22,70.1,0.94,7,27.5,2.5
sim-000,press-banca-inclinado,23,6,F,20.8,166.3,19.091244239631337,recomp,pecho,empuje_horizontal,barra,True,2.5,27.5,6,0.0,0.0,3,3,495.0,33.0,25.0,27.5,27.5,2.0,0.0,600.0,31.666666666666664,2.0,10.0,5.0,7.51,74.79,1649,1627,22,70.1,0.94,7,27.5,0.0
sim-000,press-banca-inclinado,28,7,F,20.8,166.3,19.321658986175112,recomp,pecho,empuje_horizontal,barra,True,2.5,27.5,6,0.0,0.0,3,3,495.0,33.0,27.5,25.0,27.5,0.0,2.0,495.0,33.0,5.0,0.0,4.0,7.41,75.02,1672,1627,45,80.0,1.07,7,25.0,-2.5
sim-000,press-banca-inclinado,32,8,F,20.8,166.3,19.321658986175112,recomp,pecho,empuje_horizontal,barra,True,2.5,25.0,8,2.0,2.0,3,3,600.0,31.666666666666664,27.5,27.5,25.0,0.0,0.0,495.0,33.0,4.0,-9.09,3.0,7.41,75.02,1672,1627,45,80.0,1.07,7,25.0,0.0
sim-000,press-banca-inclinado,35,9,F,20.8,166.3,19.552073732718892,recomp,pecho,empuje_horizontal,barra,True,2.5,25.0,8,1.0,1.0,3,3,600.0,31.666666666666664,25.0,27.5,27.5,2.0,0.0,600.0,31.666666666666664,3.0,0.0,9.0,8.18,74.99,1560,1627,-67,89.7,1.2,7,27.5,2.5
sim-000,press-banca-inclinado,44,10,F,20.8,166.3,19.78248847926267,recomp,pecho,empuje_horizontal,barra,True,2.5,27.5,7,0.0,0.0,3,3,577.5,33.91666666666667,25.0,25.0,27.5,1.0,2.0,600.0,31.666666666666664,9.0,10.0,2.0,7.08,74.92,1616,1627,-11,73.0,0.97,7,27.5,0.0
sim-000,press-banca-inclinado,46,11,F,20.8,166.3,19.78248847926267,recomp,pecho,empuje_horizontal,barra,True,2.5,27.5,6,0.0,0.0,3,3,495.0,33.0,27.5,25.0,25.0,0.0,1.0,577.5,33.91666666666667,2.0,0.0,3.0,7.08,74.92,1616,1627,-11,73.0,0.97,7,25.0,-2.5
sim-000,press-banca-inclinado,49,12,F,20.8,166.3,20.01290322580645,recomp,pecho,empuje_horizontal,barra,True,2.5,25.0,8,0.0,0.0,3,3,600.0,31.666666666666664,27.5,27.5,25.0,0.0,0.0,495.0,33.0,3.0,-9.09,7.0,6.51,74.89,1631,1627,4,79.7,1.06,7,25.0,0.0
sim-000,press-banca-inclinado,56,13,F,20.8,166.3,20.24331797235023,recomp,pecho,empuje_horizontal,barra,True,2.5,25.0,8,2.0,2.0,3,3,600.0,31.666666666666664,25.0,27.5,27.5,0.0,0.0,600.0,31.666666666666664,7.0,0.0,4.0,7.58,74.86,1695,1627,68,84.3,1.13,7,27.5,2.5
sim-000,press-banca-inclinado,60,14,F,20.8,166.3,20.24331797235023,recomp,pecho,empuje_horizontal,barra,True,2.5,27.5,7,0.0,0.0,3,3,577.5,33.91666666666667,25.0,25.0,27.5,2.0,0.0,600.0,31.666666666666664,4.0,10.0,7.0,7.58,74.86,1695,1627,68,84.3,1.13,7,27.5,0.0
sim-000,press-banca-inclinado,67,15,F,20.8,166.3,20.47373271889401,recomp,pecho,empuje_horizontal,barra,True,2.5,27.5,7,1.0,1.0,3,3,577.5,33.91666666666667,27.5,25.0,25.0,0.0,2.0,577.5,33.91666666666667,7.0,0.0,5.0,6.32,74.92,1746,1627,119,105.1,1.4,7,25.0,-2.5
sim-000,press-banca-inclinado,72,16,F,20.8,166.3,20.704147465437785,recomp,pecho,empuje_horizontal,barra,True,2.5,25.0,8,4.0,4.0,3,3,600.0,31.666666666666664,27.5,27.5,25.0,1.0,0.0,577.5,33.91666666666667,5.0,-9.09,2.0,7.81,75.35,1735,1627,108,101.6,1.35,7,27.5,2.5
sim-000,press-banca-inclinado,74,17,F,20.8,166.3,20.704147465437785,recomp,pecho,empuje_horizontal,barra,True,2.5,27.5,7,1.0,1.0,3,3,577.5,33.91666666666667,25.0,27.5,27.5,4.0,1.0,600.0,31.666666666666664,2.0,10.0,3.0,7.81,75.35,1735,1627,108,101.6,1.35,7,27.5,0.0
sim-000,press-banca-inclinado,77,18,F,20.8,166.3,20.934562211981564,recomp,pecho,empuje_horizontal,barra,True,2.5,27.5,7,0.0,0.0,3,3,577.5,33.91666666666667,27.5,25.0,27.5,1.0,4.0,577.5,33.91666666666667,3.0,0.0,2.0,7.84,75.73,1836,1627,209,81.2,1.07,7,25.0,-2.5
sim-000,press-banca-inclinado,79,19,F,20.8,166.3,20.934562211981564,recomp,pecho,empuje_horizontal,barra,True,2.5,25.0,8,2.0,2.0,3,3,600.0,31.666666666666664,27.5,27.5,25.0,0.0,1.0,577.5,33.91666666666667,2.0,-9.09,,7.84,75.73,1836,1627,209,81.2,1.07,7,,
sim-000,extension-cuadriceps,0,1,F,20.8,166.3,18.4,recomp,cuadriceps,aislamiento,maquina,False,5.0,20.0,10,0.0,0.0,3,3,600.0,26.666666666666664,,,,,,,,,,2.0,7.29,74.35,1782,1627,155,112.5,1.51,7,20.0,0.0
sim-000,extension-cuadriceps,2,2,F,20.8,166.3,18.4,recomp,cuadriceps,aislamiento,maquina,False,5.0,20.0,9,0.0,0.0,3,3,540.0,26.0,20.0,,,0.0,,600.0,26.666666666666664,2.0,0.0,2.0,7.29,74.35,1782,1627,155,112.5,1.51,7,15.0,-5.0
sim-000,extension-cuadriceps,4,3,F,20.8,166.3,18.4,recomp,cuadriceps,aislamiento,maquina,False,5.0,15.0,12,6.0,6.0,3,3,540.0,21.0,20.0,20.0,,0.0,0.0,540.0,26.0,2.0,-25.0,3.0,7.29,74.35,1782,1627,155,112.5,1.51,7,30.0,15.0
sim-000,extension-cuadriceps,7,4,F,20.8,166.3,18.630414746543778,recomp,cuadriceps,aislamiento,maquina,False,5.0,30.0,1,0.0,0.0,3,3,90.0,31.000000000000004,15.0,20.0,20.0,6.0,0.0,540.0,21.0,3.0,100.0,7.0,7.35,74.65,1665,1627,38,79.2,1.06,7,30.0,0.0
sim-000,extension-cuadriceps,14,5,F,20.8,166.3,18.860829493087557,recomp,cuadriceps,aislamiento,maquina,False,5.0,30.0,1,0.0,0.0,3,3,90.0,31.000000000000004,30.0,15.0,20.0,0.0,6.0,90.0,31.000000000000004,7.0,0.0,11.0,7.67,74.86,1728,1627,101,93.0,1.24,7,25.0,-5.0
sim-000,extension-cuadriceps,25,6,F,20.8,166.3,19.091244239631337,recomp,cuadriceps,aislamiento,maquina,False,5.0,25.0,2,2.0,2.0,3,3,150.0,26.666666666666668,30.0,30.0,15.0,0.0,0.0,90.0,31.000000000000004,11.0,-16.67,5.0,7.51,74.79,1649,1627,22,70.1,0.94,7,25.0,0.0
sim-000,extension-cuadriceps,30,7,F,20.8,166.3,19.321658986175112,recomp,cuadriceps,aislamiento,maquina,False,5.0,25.0,2,2.0,2.0,3,3,150.0,26.666666666666668,25.0,30.0,30.0,2.0,0.0,150.0,26.666666666666668,5.0,0.0,7.0,7.41,75.02,1672,1627,45,80.0,1.07,7,20.0,-5.0
sim-000,extension-cuadriceps,37,8,F,20.8,166.3,19.552073732718892,recomp,cuadriceps,aislamiento,maquina,False,5.0,20.0,10,1.0,1.0,3,3,600.0,26.666666666666664,25.0,25.0,30.0,2.0,2.0,150.0,26.666666666666668,7.0,-20.0,5.0,8.18,74.99,1560,1627,-67,89.7,1.2,7,20.0,0.0
sim-000,extension-cuadriceps,42,9,F,20.8,166.3,19.78248847926267,recomp,cuadriceps,aislamiento,maquina,False,5.0,20.0,10,1.0,1.0,3,3,600.0,26.666666666666664,20.0,25.0,25.0,1.0,2.0,600.0,26.666666666666664,5.0,0.0,7.0,7.08,74.92,1616,1627,-11,73.0,0.97,7,15.0,-5.0
sim-000,extension-cuadriceps,49,10,F,20.8,166.3,20.01290322580645,recomp,cuadriceps,aislamiento,maquina,False,5.0,15.0,12,6.0,6.0,3,3,540.0,21.0,20.0,20.0,25.0,1.0,1.0,600.0,26.666666666666664,7.0,-25.0,2.0,6.51,74.89,1631,1627,4,79.7,1.06,7,25.0,10.0
sim-000,extension-cuadriceps,51,11,F,20.8,166.3,20.01290322580645,recomp,cuadriceps,aislamiento,maquina,False,5.0,25.0,1,0.0,0.0,3,3,75.0,25.833333333333336,15.0,20.0,20.0,6.0,1.0,540.0,21.0,2.0,66.67,2.0,6.51,74.89,1631,1627,4,79.7,1.06,7,25.0,0.0
sim-000,extension-cuadriceps,53,12,F,20.8,166.3,20.01290322580645,recomp,cuadriceps,aislamiento,maquina,False,5.0,25.0,1,0.0,0.0,3,3,75.0,25.833333333333336,25.0,15.0,20.0,0.0,6.0,75.0,25.833333333333336,2.0,0.0,7.0,6.51,74.89,1631,1627,4,79.7,1.06,7,20.0,-5.0
sim-000,extension-cuadriceps,60,13,F,20.8,166.3,20.24331797235023,recomp,cuadriceps,aislamiento,maquina,False,5.0,20.0,10,0.0,0.0,3,3,600.0,26.666666666666664,25.0,25.0,15.0,0.0,0.0,75.0,25.833333333333336,7.0,-20.0,10.0,7.58,74.86,1695,1627,68,84.3,1.13,7,20.0,0.0
sim-000,extension-cuadriceps,70,14,F,20.8,166.3,20.704147465437785,recomp,cuadriceps,aislamiento,maquina,False,5.0,20.0,10,1.0,1.0,3,3,600.0,26.666666666666664,20.0,25.0,25.0,0.0,0.0,600.0,26.666666666666664,10.0,0.0,2.0,7.81,75.35,1735,1627,108,101.6,1.35,7,15.0,-5.0
sim-000,extension-cuadriceps,72,15,F,20.8,166.3,20.704147465437785,recomp,cuadriceps,aislamiento,maquina,False,5.0,15.0,12,6.0,6.0,3,3,540.0,21.0,20.0,20.0,25.0,1.0,0.0,600.0,26.666666666666664,2.0,-25.0,5.0,7.81,75.35,1735,1627,108,101.6,1.35,7,25.0,10.0
sim-000,extension-cuadriceps,77,16,F,20.8,166.3,20.934562211981564,recomp,cuadriceps,aislamiento,maquina,False,5.0,25.0,1,0.0,0.0,3,3,75.0,25.833333333333336,15.0,20.0,20.0,6.0,1.0,540.0,21.0,5.0,66.67,,7.84,75.73,1836,1627,209,81.2,1.07,7,,
sim-000,sentadilla-hack,2,1,F,20.8,166.3,18.4,recomp,cuadriceps,sentadilla,maquina,True,5.0,45.0,8,0.0,0.0,3,3,1080.0,57.0,,,,,,,,,,5.0,7.29,74.35,1782,1627,155,112.5,1.51,7,45.0,0.0
sim-000,sentadilla-hack,7,2,F,20.8,166.3,18.630414746543778,recomp,cuadriceps,sentadilla,maquina,True,5.0,45.0,8,0.0,0.0,3,3,1080.0,57.0,45.0,,,0.0,,1080.0,57.0,5.0,0.0,9.0,7.35,74.65,1665,1627,38,79.2,1.06,7,40.0,-5.0
sim-000,sentadilla-hack,16,3,F,20.8,166.3,18.860829493087557,recomp,cuadriceps,sentadilla,maquina,True,5.0,40.0,8,5.0,5.0,3,3,960.0,50.666666666666664,45.0,45.0,,0.0,0.0,1080.0,57.0,9.0,-11.11,7.0,7.67,74.86,1728,1627,101,93.0,1.24,7,50.0,10.0
sim-000,sentadilla-hack,23,4,F,20.8,166.3,19.091244239631337,recomp,cuadriceps,sentadilla,maquina,True,5.0,50.0,4,0.0,0.0,3,3,600.0,56.666666666666664,40.0,45.0,45.0,5.0,0.0,960.0,50.666666666666664,7.0,25.0,7.0,7.51,74.79,1649,1627,22,70.1,0.94,7,50.0,0.0
sim-000,sentadilla-hack,30,5,F,20.8,166.3,19.321658986175112,recomp,cuadriceps,sentadilla,maquina,True,5.0,50.0,4,1.0,1.0,3,3,600.0,56.666666666666664,50.0,40.0,45.0,0.0,5.0,600.0,56.666666666666664,7.0,0.0,5.0,7.41,75.02,1672,1627,45,80.0,1.07,7,45.0,-5.0
sim-000,sentadilla-hack,35,6,F,20.8,166.3,19.552073732718892,recomp,cuadriceps,sentadilla,maquina,True,5.0,45.0,7,1.0,1.0,3,3,945.0,55.5,50.0,50.0,40.0,1.0,0.0,600.0,56.666666666666664,5.0,-10.0,2.0,8.18,74.99,1560,1627,-67,89.7,1.2,7,45.0,0.0
sim-000,sentadilla-hack,37,7,F,20.8,166.3,19.552073732718892,recomp,cuadriceps,sentadilla,maquina,True,5.0,45.0,7,1.0,1.0,3,3,945.0,55.5,45.0,50.0,50.0,1.0,1.0,945.0,55.5,2.0,0.0,12.0,8.18,74.99,1560,1627,-67,89.7,1.2,7,40.0,-5.0
sim-000,sentadilla-hack,49,8,F,20.8,166.3,20.01290322580645,recomp,cuadriceps,sentadilla,maquina,True,5.0,40.0,8,4.0,4.0,3,3,960.0,50.666666666666664,45.0,45.0,50.0,1.0,1.0,945.0,55.5,12.0,-11.11,2.0,6.51,74.89,1631,1627,4,79.7,1.06,7,45.0,5.0
